__typename,dateString,countryCode,countryName,sectorCode,sectorName,postingType,value
HiringLabSectoralPosting,2020-11-12,US,United States,techsoftware,Software Development,TOTAL,83.14
HiringLabSectoralPosting,2020-11-13,US,United States,math,Data & Analytics,TOTAL,77.01
HiringLabSectoralPosting,2020-11-13,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82
HiringLabSectoralPosting,2020-11-13,US,United States,techinfo,IT Systems & Solutions,TOTAL,75.03
HiringLabSectoralPosting,2020-11-13,US,United States,techsoftware,Software Development,TOTAL,83.25
HiringLabSectoralPosting,2020-11-14,US,United States,math,Data & Analytics,TOTAL,76.98
HiringLabSectoralPosting,2020-11-14,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.93
HiringLabSectoralPosting,2020-11-14,US,United States,techinfo,IT Systems & Solutions,TOTAL,74.85
HiringLabSectoralPosting,2020-11-14,US,United States,techsoftware,Software Development,TOTAL,83.26
HiringLabSectoralPosting,2020-11-15,US,United States,math,Data & Analytics,TOTAL,77.26
HiringLabSectoralPosting,2020-11-15,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82
HiringLabSectoralPosting,2020-11-15,US,United States,techinfo,IT Systems & Solutions,TOTAL,74.98
HiringLabSectoralPosting,2020-11-15,US,United States,techsoftware,Software Development,TOTAL,83.5
HiringLabSectoralPosting,2020-11-16,US,United States,math,Data & Analytics,TOTAL,77.55
HiringLabSectoralPosting,2020-11-16,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.09
HiringLabSectoralPosting,2020-11-16,US,United States,techinfo,IT Systems & Solutions,TOTAL,75.13
HiringLabSectoralPosting,2020-11-16,US,United States,techsoftware,Software Development,TOTAL,83.8
HiringLabSectoralPosting,2020-11-17,US,United States,math,Data & Analytics,TOTAL,77.96
HiringLabSectoralPosting,2020-11-17,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.07
HiringLabSectoralPosting,2020-11-17,US,United States,techinfo,IT Systems & Solutions,TOTAL,75.33
HiringLabSectoralPosting,2020-11-17,US,United States,techsoftware,Software Development,TOTAL,84.13
HiringLabSectoralPosting,2020-11-18,US,United States,math,Data & Analytics,TOTAL,78.3
HiringLabSectoralPosting,2020-11-18,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.12
HiringLabSectoralPosting,2020-11-18,US,United States,techinfo,IT Systems & Solutions,TOTAL,75.65
HiringLabSectoralPosting,2020-11-18,US,United States,techsoftware,Software Development,TOTAL,84.55
HiringLabSectoralPosting,2020-11-19,US,United States,math,Data & Analytics,TOTAL,78.67
HiringLabSectoralPosting,2020-11-19,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.13
HiringLabSectoralPosting,2020-11-19,US,United States,techinfo,IT Systems & Solutions,TOTAL,76.04
HiringLabSectoralPosting,2020-11-19,US,United States,techsoftware,Software Development,TOTAL,84.91
HiringLabSectoralPosting,2020-11-20,US,United States,math,Data & Analytics,TOTAL,79
HiringLabSectoralPosting,2020-11-20,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.17
HiringLabSectoralPosting,2020-11-20,US,United States,techinfo,IT Systems & Solutions,TOTAL,76.37
HiringLabSectoralPosting,2020-11-20,US,United States,techsoftware,Software Development,TOTAL,85.3
HiringLabSectoralPosting,2020-11-21,US,United States,math,Data & Analytics,TOTAL,79.51
HiringLabSectoralPosting,2020-11-21,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.4
HiringLabSectoralPosting,2020-11-21,US,United States,techinfo,IT Systems & Solutions,TOTAL,76.92
HiringLabSectoralPosting,2020-11-21,US,United States,techsoftware,Software Development,TOTAL,85.76
HiringLabSectoralPosting,2020-11-22,US,United States,math,Data & Analytics,TOTAL,79.7
HiringLabSectoralPosting,2020-11-22,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.47
HiringLabSectoralPosting,2020-11-22,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.12
HiringLabSectoralPosting,2020-11-22,US,United States,techsoftware,Software Development,TOTAL,85.95
HiringLabSectoralPosting,2020-11-23,US,United States,math,Data & Analytics,TOTAL,79.92
HiringLabSectoralPosting,2020-11-23,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.61
HiringLabSectoralPosting,2020-11-23,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.36
HiringLabSectoralPosting,2020-11-23,US,United States,techsoftware,Software Development,TOTAL,86.2
HiringLabSectoralPosting,2020-11-24,US,United States,math,Data & Analytics,TOTAL,80.08
HiringLabSectoralPosting,2020-11-24,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.79
HiringLabSectoralPosting,2020-11-24,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.57
HiringLabSectoralPosting,2020-11-24,US,United States,techsoftware,Software Development,TOTAL,86.39
HiringLabSectoralPosting,2020-11-25,US,United States,math,Data & Analytics,TOTAL,80.21
HiringLabSectoralPosting,2020-11-25,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.88
HiringLabSectoralPosting,2020-11-25,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.66
HiringLabSectoralPosting,2020-11-25,US,United States,techsoftware,Software Development,TOTAL,86.53
HiringLabSectoralPosting,2020-11-26,US,United States,math,Data & Analytics,TOTAL,80.36
HiringLabSectoralPosting,2020-11-26,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.98
HiringLabSectoralPosting,2020-11-26,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.74
HiringLabSectoralPosting,2020-11-26,US,United States,techsoftware,Software Development,TOTAL,86.72
HiringLabSectoralPosting,2020-11-27,US,United States,math,Data & Analytics,TOTAL,80.43
HiringLabSectoralPosting,2020-11-27,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,83
HiringLabSectoralPosting,2020-11-27,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.83
HiringLabSectoralPosting,2020-11-27,US,United States,techsoftware,Software Development,TOTAL,86.81
HiringLabSectoralPosting,2020-11-28,US,United States,math,Data & Analytics,TOTAL,80.45
HiringLabSectoralPosting,2020-11-28,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.93
HiringLabSectoralPosting,2020-11-28,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.89
HiringLabSectoralPosting,2020-11-28,US,United States,techsoftware,Software Development,TOTAL,86.95
HiringLabSectoralPosting,2020-11-29,US,United States,math,Data & Analytics,TOTAL,80.39
HiringLabSectoralPosting,2020-11-29,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.79
HiringLabSectoralPosting,2020-11-29,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.89
HiringLabSectoralPosting,2020-11-29,US,United States,techsoftware,Software Development,TOTAL,87.05
HiringLabSectoralPosting,2020-11-30,US,United States,math,Data & Analytics,TOTAL,80.32
HiringLabSectoralPosting,2020-11-30,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.63
HiringLabSectoralPosting,2020-11-30,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.85
HiringLabSectoralPosting,2020-11-30,US,United States,techsoftware,Software Development,TOTAL,87.07
HiringLabSectoralPosting,2020-12-01,US,United States,math,Data & Analytics,TOTAL,80.05
HiringLabSectoralPosting,2020-12-01,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.36
HiringLabSectoralPosting,2020-12-01,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.71
HiringLabSectoralPosting,2020-12-01,US,United States,techsoftware,Software Development,TOTAL,86.86
HiringLabSectoralPosting,2020-12-02,US,United States,math,Data & Analytics,TOTAL,79.92
HiringLabSectoralPosting,2020-12-02,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.07
HiringLabSectoralPosting,2020-12-02,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.58
HiringLabSectoralPosting,2020-12-02,US,United States,techsoftware,Software Development,TOTAL,86.76
HiringLabSectoralPosting,2020-12-03,US,United States,math,Data & Analytics,TOTAL,79.84
HiringLabSectoralPosting,2020-12-03,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.86
HiringLabSectoralPosting,2020-12-03,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.42
HiringLabSectoralPosting,2020-12-03,US,United States,techsoftware,Software Development,TOTAL,86.72
HiringLabSectoralPosting,2020-12-04,US,United States,math,Data & Analytics,TOTAL,79.84
HiringLabSectoralPosting,2020-12-04,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.74
HiringLabSectoralPosting,2020-12-04,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.27
HiringLabSectoralPosting,2020-12-04,US,United States,techsoftware,Software Development,TOTAL,86.82
HiringLabSectoralPosting,2020-12-05,US,United States,math,Data & Analytics,TOTAL,79.87
HiringLabSectoralPosting,2020-12-05,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.6
HiringLabSectoralPosting,2020-12-05,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.15
HiringLabSectoralPosting,2020-12-05,US,United States,techsoftware,Software Development,TOTAL,86.98
HiringLabSectoralPosting,2020-12-06,US,United States,math,Data & Analytics,TOTAL,79.93
HiringLabSectoralPosting,2020-12-06,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.55
HiringLabSectoralPosting,2020-12-06,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.1
HiringLabSectoralPosting,2020-12-06,US,United States,techsoftware,Software Development,TOTAL,87.09
HiringLabSectoralPosting,2020-12-07,US,United States,math,Data & Analytics,TOTAL,79.97
HiringLabSectoralPosting,2020-12-07,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.48
HiringLabSectoralPosting,2020-12-07,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.04
HiringLabSectoralPosting,2020-12-07,US,United States,techsoftware,Software Development,TOTAL,87.22
HiringLabSectoralPosting,2020-12-08,US,United States,math,Data & Analytics,TOTAL,80.27
HiringLabSectoralPosting,2020-12-08,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.51
HiringLabSectoralPosting,2020-12-08,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.12
HiringLabSectoralPosting,2020-12-08,US,United States,techsoftware,Software Development,TOTAL,87.64
HiringLabSectoralPosting,2020-12-09,US,United States,math,Data & Analytics,TOTAL,80.51
HiringLabSectoralPosting,2020-12-09,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.6
HiringLabSectoralPosting,2020-12-09,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.21
HiringLabSectoralPosting,2020-12-09,US,United States,techsoftware,Software Development,TOTAL,87.95
HiringLabSectoralPosting,2020-12-10,US,United States,math,Data & Analytics,TOTAL,80.67
HiringLabSectoralPosting,2020-12-10,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.6
HiringLabSectoralPosting,2020-12-10,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.27
HiringLabSectoralPosting,2020-12-10,US,United States,techsoftware,Software Development,TOTAL,88.03
HiringLabSectoralPosting,2020-12-11,US,United States,math,Data & Analytics,TOTAL,80.92
HiringLabSectoralPosting,2020-12-11,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.7
HiringLabSectoralPosting,2020-12-11,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.4
HiringLabSectoralPosting,2020-12-11,US,United States,techsoftware,Software Development,TOTAL,88.25
HiringLabSectoralPosting,2020-12-12,US,United States,math,Data & Analytics,TOTAL,80.96
HiringLabSectoralPosting,2020-12-12,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.72
HiringLabSectoralPosting,2020-12-12,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.27
HiringLabSectoralPosting,2020-12-12,US,United States,techsoftware,Software Development,TOTAL,88.17
HiringLabSectoralPosting,2020-12-13,US,United States,math,Data & Analytics,TOTAL,81.31
HiringLabSectoralPosting,2020-12-13,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.89
HiringLabSectoralPosting,2020-12-13,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.42
HiringLabSectoralPosting,2020-12-13,US,United States,techsoftware,Software Development,TOTAL,88.41
HiringLabSectoralPosting,2020-12-14,US,United States,math,Data & Analytics,TOTAL,81.68
HiringLabSectoralPosting,2020-12-14,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.05
HiringLabSectoralPosting,2020-12-14,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.57
HiringLabSectoralPosting,2020-12-14,US,United States,techsoftware,Software Development,TOTAL,88.61
HiringLabSectoralPosting,2020-12-15,US,United States,math,Data & Analytics,TOTAL,81.99
HiringLabSectoralPosting,2020-12-15,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.15
HiringLabSectoralPosting,2020-12-15,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.69
HiringLabSectoralPosting,2020-12-15,US,United States,techsoftware,Software Development,TOTAL,88.76
HiringLabSectoralPosting,2020-12-16,US,United States,math,Data & Analytics,TOTAL,82.23
HiringLabSectoralPosting,2020-12-16,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.23
HiringLabSectoralPosting,2020-12-16,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.77
HiringLabSectoralPosting,2020-12-16,US,United States,techsoftware,Software Development,TOTAL,88.87
HiringLabSectoralPosting,2020-12-17,US,United States,math,Data & Analytics,TOTAL,82.42
HiringLabSectoralPosting,2020-12-17,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.3
HiringLabSectoralPosting,2020-12-17,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.83
HiringLabSectoralPosting,2020-12-17,US,United States,techsoftware,Software Development,TOTAL,89.04
HiringLabSectoralPosting,2020-12-18,US,United States,math,Data & Analytics,TOTAL,82.54
HiringLabSectoralPosting,2020-12-18,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.28
HiringLabSectoralPosting,2020-12-18,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.85
HiringLabSectoralPosting,2020-12-18,US,United States,techsoftware,Software Development,TOTAL,89.03
HiringLabSectoralPosting,2020-12-19,US,United States,math,Data & Analytics,TOTAL,82.75
HiringLabSectoralPosting,2020-12-19,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.38
HiringLabSectoralPosting,2020-12-19,US,United States,techinfo,IT Systems & Solutions,TOTAL,78.03
HiringLabSectoralPosting,2020-12-19,US,United States,techsoftware,Software Development,TOTAL,89.17
HiringLabSectoralPosting,2020-12-20,US,United States,math,Data & Analytics,TOTAL,82.66
HiringLabSectoralPosting,2020-12-20,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.3
HiringLabSectoralPosting,2020-12-20,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.95
HiringLabSectoralPosting,2020-12-20,US,United States,techsoftware,Software Development,TOTAL,89.1
HiringLabSectoralPosting,2020-12-21,US,United States,math,Data & Analytics,TOTAL,82.55
HiringLabSectoralPosting,2020-12-21,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.24
HiringLabSectoralPosting,2020-12-21,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.89
HiringLabSectoralPosting,2020-12-21,US,United States,techsoftware,Software Development,TOTAL,89.02
HiringLabSectoralPosting,2020-12-22,US,United States,math,Data & Analytics,TOTAL,82.37
HiringLabSectoralPosting,2020-12-22,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.19
HiringLabSectoralPosting,2020-12-22,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.82
HiringLabSectoralPosting,2020-12-22,US,United States,techsoftware,Software Development,TOTAL,89.01
HiringLabSectoralPosting,2020-12-23,US,United States,math,Data & Analytics,TOTAL,82.15
HiringLabSectoralPosting,2020-12-23,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.12
HiringLabSectoralPosting,2020-12-23,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.81
HiringLabSectoralPosting,2020-12-23,US,United States,techsoftware,Software Development,TOTAL,88.93
HiringLabSectoralPosting,2020-12-24,US,United States,math,Data & Analytics,TOTAL,81.97
HiringLabSectoralPosting,2020-12-24,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.11
HiringLabSectoralPosting,2020-12-24,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.9
HiringLabSectoralPosting,2020-12-24,US,United States,techsoftware,Software Development,TOTAL,88.91
HiringLabSectoralPosting,2020-12-25,US,United States,math,Data & Analytics,TOTAL,81.72
HiringLabSectoralPosting,2020-12-25,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.02
HiringLabSectoralPosting,2020-12-25,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.94
HiringLabSectoralPosting,2020-12-25,US,United States,techsoftware,Software Development,TOTAL,88.83
HiringLabSectoralPosting,2020-12-26,US,United States,math,Data & Analytics,TOTAL,81.55
HiringLabSectoralPosting,2020-12-26,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.92
HiringLabSectoralPosting,2020-12-26,US,United States,techinfo,IT Systems & Solutions,TOTAL,78.04
HiringLabSectoralPosting,2020-12-26,US,United States,techsoftware,Software Development,TOTAL,88.8
HiringLabSectoralPosting,2020-12-27,US,United States,math,Data & Analytics,TOTAL,81.37
HiringLabSectoralPosting,2020-12-27,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.84
HiringLabSectoralPosting,2020-12-27,US,United States,techinfo,IT Systems & Solutions,TOTAL,78.12
HiringLabSectoralPosting,2020-12-27,US,United States,techsoftware,Software Development,TOTAL,88.73
HiringLabSectoralPosting,2020-12-28,US,United States,math,Data & Analytics,TOTAL,81.22
HiringLabSectoralPosting,2020-12-28,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.76
HiringLabSectoralPosting,2020-12-28,US,United States,techinfo,IT Systems & Solutions,TOTAL,78.21
HiringLabSectoralPosting,2020-12-28,US,United States,techsoftware,Software Development,TOTAL,88.68
HiringLabSectoralPosting,2020-12-29,US,United States,math,Data & Analytics,TOTAL,81.09
HiringLabSectoralPosting,2020-12-29,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.7
HiringLabSectoralPosting,2020-12-29,US,United States,techinfo,IT Systems & Solutions,TOTAL,78.29
HiringLabSectoralPosting,2020-12-29,US,United States,techsoftware,Software Development,TOTAL,88.63
HiringLabSectoralPosting,2020-12-30,US,United States,math,Data & Analytics,TOTAL,80.94
HiringLabSectoralPosting,2020-12-30,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.59
HiringLabSectoralPosting,2020-12-30,US,United States,techinfo,IT Systems & Solutions,TOTAL,78.31
HiringLabSectoralPosting,2020-12-30,US,United States,techsoftware,Software Development,TOTAL,88.53
HiringLabSectoralPosting,2020-12-31,US,United States,math,Data & Analytics,TOTAL,80.77
HiringLabSectoralPosting,2020-12-31,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.44
HiringLabSectoralPosting,2020-12-31,US,United States,techinfo,IT Systems & Solutions,TOTAL,78.2
HiringLabSectoralPosting,2020-12-31,US,United States,techsoftware,Software Development,TOTAL,88.43
HiringLabSectoralPosting,2021-01-01,US,United States,math,Data & Analytics,TOTAL,80.55
HiringLabSectoralPosting,2021-01-01,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.18
HiringLabSectoralPosting,2021-01-01,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.96
HiringLabSectoralPosting,2021-01-01,US,United States,techsoftware,Software Development,TOTAL,88.2
HiringLabSectoralPosting,2021-01-02,US,United States,math,Data & Analytics,TOTAL,80.25
HiringLabSectoralPosting,2021-01-02,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,80.88
HiringLabSectoralPosting,2021-01-02,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.69
HiringLabSectoralPosting,2021-01-02,US,United States,techsoftware,Software Development,TOTAL,87.91
HiringLabSectoralPosting,2021-01-03,US,United States,math,Data & Analytics,TOTAL,79.93
HiringLabSectoralPosting,2021-01-03,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,80.56
HiringLabSectoralPosting,2021-01-03,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.39
HiringLabSectoralPosting,2021-01-03,US,United States,techsoftware,Software Development,TOTAL,87.61
HiringLabSectoralPosting,2021-01-04,US,United States,math,Data & Analytics,TOTAL,79.62
HiringLabSectoralPosting,2021-01-04,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,80.21
HiringLabSectoralPosting,2021-01-04,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.07
HiringLabSectoralPosting,2021-01-04,US,United States,techsoftware,Software Development,TOTAL,87.31
HiringLabSectoralPosting,2021-01-05,US,United States,math,Data & Analytics,TOTAL,79.35
HiringLabSectoralPosting,2021-01-05,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,79.88
HiringLabSectoralPosting,2021-01-05,US,United States,techinfo,IT Systems & Solutions,TOTAL,76.72
HiringLabSectoralPosting,2021-01-05,US,United States,techsoftware,Software Development,TOTAL,86.95
HiringLabSectoralPosting,2021-01-06,US,United States,math,Data & Analytics,TOTAL,79.24
HiringLabSectoralPosting,2021-01-06,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,79.77
HiringLabSectoralPosting,2021-01-06,US,United States,techinfo,IT Systems & Solutions,TOTAL,76.54
HiringLabSectoralPosting,2021-01-06,US,United States,techsoftware,Software Development,TOTAL,86.78
HiringLabSectoralPosting,2021-01-07,US,United States,math,Data & Analytics,TOTAL,79.22
HiringLabSectoralPosting,2021-01-07,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,79.78
HiringLabSectoralPosting,2021-01-07,US,United States,techinfo,IT Systems & Solutions,TOTAL,76.49
HiringLabSectoralPosting,2021-01-07,US,United States,techsoftware,Software Development,TOTAL,86.76
HiringLabSectoralPosting,2021-01-08,US,United States,math,Data & Analytics,TOTAL,79.36
HiringLabSectoralPosting,2021-01-08,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,79.98
HiringLabSectoralPosting,2021-01-08,US,United States,techinfo,IT Systems & Solutions,TOTAL,76.69
HiringLabSectoralPosting,2021-01-08,US,United States,techsoftware,Software Development,TOTAL,86.98
HiringLabSectoralPosting,2021-01-09,US,United States,math,Data & Analytics,TOTAL,79.47
HiringLabSectoralPosting,2021-01-09,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,80.16
HiringLabSectoralPosting,2021-01-09,US,United States,techinfo,IT Systems & Solutions,TOTAL,76.85
HiringLabSectoralPosting,2021-01-09,US,United States,techsoftware,Software Development,TOTAL,87.18
HiringLabSectoralPosting,2021-01-10,US,United States,math,Data & Analytics,TOTAL,79.84
HiringLabSectoralPosting,2021-01-10,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,80.5
HiringLabSectoralPosting,2021-01-10,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.26
HiringLabSectoralPosting,2021-01-10,US,United States,techsoftware,Software Development,TOTAL,87.61
HiringLabSectoralPosting,2021-01-11,US,United States,math,Data & Analytics,TOTAL,80.19
HiringLabSectoralPosting,2021-01-11,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,80.83
HiringLabSectoralPosting,2021-01-11,US,United States,techinfo,IT Systems & Solutions,TOTAL,77.72
HiringLabSectoralPosting,2021-01-11,US,United States,techsoftware,Software Development,TOTAL,88.08
HiringLabSectoralPosting,2021-01-12,US,United States,math,Data & Analytics,TOTAL,80.62
HiringLabSectoralPosting,2021-01-12,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.07
HiringLabSectoralPosting,2021-01-12,US,United States,techinfo,IT Systems & Solutions,TOTAL,78.24
HiringLabSectoralPosting,2021-01-12,US,United States,techsoftware,Software Development,TOTAL,88.65
HiringLabSectoralPosting,2021-01-13,US,United States,math,Data & Analytics,TOTAL,80.98
HiringLabSectoralPosting,2021-01-13,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.27
HiringLabSectoralPosting,2021-01-13,US,United States,techinfo,IT Systems & Solutions,TOTAL,78.64
HiringLabSectoralPosting,2021-01-13,US,United States,techsoftware,Software Development,TOTAL,89.13
HiringLabSectoralPosting,2021-01-14,US,United States,math,Data & Analytics,TOTAL,81.42
HiringLabSectoralPosting,2021-01-14,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.48
HiringLabSectoralPosting,2021-01-14,US,United States,techinfo,IT Systems & Solutions,TOTAL,79.11
HiringLabSectoralPosting,2021-01-14,US,United States,techsoftware,Software Development,TOTAL,89.59
HiringLabSectoralPosting,2021-01-15,US,United States,math,Data & Analytics,TOTAL,81.88
HiringLabSectoralPosting,2021-01-15,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,81.75
HiringLabSectoralPosting,2021-01-15,US,United States,techinfo,IT Systems & Solutions,TOTAL,79.59
HiringLabSectoralPosting,2021-01-15,US,United States,techsoftware,Software Development,TOTAL,90.04
HiringLabSectoralPosting,2021-01-16,US,United States,math,Data & Analytics,TOTAL,82.6
HiringLabSectoralPosting,2021-01-16,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.18
HiringLabSectoralPosting,2021-01-16,US,United States,techinfo,IT Systems & Solutions,TOTAL,80.26
HiringLabSectoralPosting,2021-01-16,US,United States,techsoftware,Software Development,TOTAL,90.69
HiringLabSectoralPosting,2021-01-17,US,United States,math,Data & Analytics,TOTAL,83.1
HiringLabSectoralPosting,2021-01-17,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.49
HiringLabSectoralPosting,2021-01-17,US,United States,techinfo,IT Systems & Solutions,TOTAL,80.74
HiringLabSectoralPosting,2021-01-17,US,United States,techsoftware,Software Development,TOTAL,91.13
HiringLabSectoralPosting,2021-01-18,US,United States,math,Data & Analytics,TOTAL,83.6
HiringLabSectoralPosting,2021-01-18,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,82.83
HiringLabSectoralPosting,2021-01-18,US,United States,techinfo,IT Systems & Solutions,TOTAL,81.18
HiringLabSectoralPosting,2021-01-18,US,United States,techsoftware,Software Development,TOTAL,91.53
HiringLabSectoralPosting,2021-01-19,US,United States,math,Data & Analytics,TOTAL,83.98
HiringLabSectoralPosting,2021-01-19,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,83.24
HiringLabSectoralPosting,2021-01-19,US,United States,techinfo,IT Systems & Solutions,TOTAL,81.6
HiringLabSectoralPosting,2021-01-19,US,United States,techsoftware,Software Development,TOTAL,91.87
HiringLabSectoralPosting,2021-01-20,US,United States,math,Data & Analytics,TOTAL,84.3
HiringLabSectoralPosting,2021-01-20,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,83.58
HiringLabSectoralPosting,2021-01-20,US,United States,techinfo,IT Systems & Solutions,TOTAL,82.03
HiringLabSectoralPosting,2021-01-20,US,United States,techsoftware,Software Development,TOTAL,92.16
HiringLabSectoralPosting,2021-01-21,US,United States,math,Data & Analytics,TOTAL,84.5
HiringLabSectoralPosting,2021-01-21,US,United States,techhelp,"IT Infrastructure, Operations & Support",TOTAL,83.85
HiringLabSectoralPosting,2021-01-21,US,United States,techinfo,IT Systems & Solutions,TOTAL,82.41
